"time","heart_rate"
2015-04-03 09:12:39,93
2015-04-03 09:12:44,85
2015-04-03 09:12:49,87
2015-04-03 09:12:54,85
2015-04-03 09:12:59,86
2015-04-03 09:13:04,85
2015-04-03 09:13:09,83
2015-04-03 09:13:14,88
2015-04-03 09:13:19,86
2015-04-03 09:13:24,77
2015-04-03 09:13:29,75
2015-04-03 09:13:34,77
2015-04-03 09:13:39,75
2015-04-03 09:13:44,86
2015-04-03 09:13:49,89
2015-04-03 09:13:54,89
2015-04-03 09:13:59,93
2015-04-03 09:14:04,90
2015-04-03 09:14:09,88
2015-04-03 09:14:14,89
2015-04-03 09:14:19,89
2015-04-03 09:14:24,91
2015-04-03 09:14:29,95
2015-04-03 09:14:34,89
2015-04-03 09:14:39,77
2015-04-03 09:14:44,85
2015-04-03 09:14:49,88
2015-04-03 09:14:54,94
2015-04-03 09:14:59,94
2015-04-03 09:15:04,91
2015-04-03 09:15:09,92
2015-04-03 09:15:14,88
2015-04-03 09:15:19,85
2015-04-03 09:15:24,78
2015-04-03 09:15:29,78
2015-04-03 09:15:34,80
2015-04-03 09:15:39,80
2015-04-03 09:15:44,82
2015-04-03 09:15:49,80
2015-04-03 09:15:54,85
2015-04-03 09:15:59,95
2015-04-03 09:16:04,93
2015-04-03 09:16:09,86
2015-04-03 09:16:14,76
2015-04-03 09:16:19,72
2015-04-03 09:16:24,75
2015-04-03 09:16:29,76
2015-04-03 09:16:34,78
2015-04-03 09:16:39,80
2015-04-03 09:16:44,82
2015-04-03 09:16:49,82
2015-04-03 09:16:54,88
2015-04-03 09:16:59,91
2015-04-03 09:17:04,89
2015-04-03 09:17:09,86
2015-04-03 09:17:14,80
2015-04-03 09:17:19,82
2015-04-03 09:17:24,85
2015-04-03 09:17:29,90
2015-04-03 09:17:34,88
2015-04-03 09:17:39,74
2015-04-03 09:17:44,71
2015-04-03 09:17:49,72
2015-04-03 09:17:54,72
2015-04-03 09:17:59,73
2015-04-03 09:18:04,74
2015-04-03 09:18:09,77
2015-04-03 09:18:14,77
2015-04-03 09:18:19,79
2015-04-03 09:18:24,76
2015-04-03 09:18:29,74
2015-04-03 09:18:34,74
2015-04-03 09:18:39,75
2015-04-03 09:18:44,80
2015-04-03 09:18:49,80
2015-04-03 09:18:54,81
2015-04-03 09:18:59,83
2015-04-03 09:19:04,84
2015-04-03 09:19:09,88
2015-04-03 09:19:14,88
2015-04-03 09:19:19,88
2015-04-03 09:19:24,86
2015-04-03 09:19:29,86
2015-04-03 09:19:34,86
2015-04-03 09:19:39,83
2015-04-03 09:19:44,77
2015-04-03 09:19:49,84
2015-04-03 09:19:54,87
2015-04-03 09:19:59,82
2015-04-03 09:20:04,82
2015-04-03 09:20:09,80
2015-04-03 09:20:14,83
2015-04-03 09:20:19,85
2015-04-03 09:20:24,83
2015-04-03 09:20:29,83
2015-04-03 09:20:34,84
2015-04-03 09:20:39,82
2015-04-03 09:20:44,83
2015-04-03 09:20:49,84
2015-04-03 09:20:54,82
2015-04-03 09:20:59,79
2015-04-03 09:21:04,79
2015-04-03 09:21:09,82
2015-04-03 09:21:14,82
2015-04-03 09:21:19,81
2015-04-03 09:21:24,82
2015-04-03 09:21:29,90
2015-04-03 09:21:34,92
2015-04-03 09:21:39,89
2015-04-03 09:21:44,90
2015-04-03 09:21:49,86
2015-04-03 09:21:54,88
2015-04-03 09:21:59,90
2015-04-03 09:22:04,90
2015-04-03 09:22:09,84
2015-04-03 09:22:14,79
2015-04-03 09:22:19,80
2015-04-03 09:22:24,75
2015-04-03 09:22:29,84
2015-04-03 09:22:34,87
2015-04-03 09:22:39,79
2015-04-03 09:22:44,82
2015-04-03 09:22:49,81
2015-04-03 09:22:54,77
2015-04-03 09:22:59,81
2015-04-03 09:23:04,83
2015-04-03 09:23:09,81
2015-04-03 09:23:14,81
2015-04-03 09:23:19,85
2015-04-03 09:23:24,83
2015-04-03 09:23:29,82
2015-04-03 09:23:34,82
2015-04-03 09:23:39,81
2015-04-03 09:23:44,78
2015-04-03 09:23:49,81
2015-04-03 09:23:54,82
2015-04-03 09:23:59,80
2015-04-03 09:24:04,79
2015-04-03 09:24:09,85
2015-04-03 09:24:14,80
2015-04-03 09:24:19,80
2015-04-03 09:24:24,83
2015-04-03 09:24:29,82
2015-04-03 09:24:34,90
2015-04-03 09:24:39,81
2015-04-03 09:24:44,80
2015-04-03 09:24:49,80
2015-04-03 09:24:54,75
2015-04-03 09:24:59,79
2015-04-03 09:25:04,79
2015-04-03 09:25:09,82
2015-04-03 09:25:14,84
2015-04-03 09:25:19,82
2015-04-03 09:25:24,80
2015-04-03 09:25:29,81
2015-04-03 09:25:34,81
2015-04-03 09:25:39,80
2015-04-03 09:25:44,79
2015-04-03 09:25:49,78
2015-04-03 09:25:54,85
2015-04-03 09:25:59,86
2015-04-03 09:26:04,86
2015-04-03 09:26:09,83
2015-04-03 09:26:14,91
2015-04-03 09:26:19,93
2015-04-03 09:26:24,79
2015-04-03 09:26:29,73
2015-04-03 09:26:34,71
2015-04-03 09:26:39,75
2015-04-03 09:26:44,89
2015-04-03 09:26:49,88
2015-04-03 09:26:54,76
2015-04-03 09:26:59,75
2015-04-03 09:27:04,86
2015-04-03 09:27:09,98
2015-04-03 09:27:14,100
2015-04-03 09:27:19,93
2015-04-03 09:27:24,83
2015-04-03 09:27:29,74
2015-04-03 09:27:34,73
2015-04-03 09:27:39,80
2015-04-03 09:27:44,88
2015-04-03 09:27:49,84
2015-04-03 09:27:54,80
2015-04-03 09:27:59,93
2015-04-03 09:28:04,94
2015-04-03 09:28:09,87
2015-04-03 09:28:14,85
2015-04-03 09:28:19,81
2015-04-03 09:28:24,84
2015-04-03 09:28:29,86
2015-04-03 09:28:34,87
2015-04-03 09:28:39,87
2015-04-03 09:28:44,83
2015-04-03 09:28:49,82
2015-04-03 09:28:54,83
2015-04-03 09:28:59,82
2015-04-03 09:29:04,83
2015-04-03 09:29:09,84
2015-04-03 09:29:14,81
2015-04-03 09:29:19,82
2015-04-03 09:29:24,81
2015-04-03 09:29:29,77
2015-04-03 09:29:34,76
2015-04-03 09:29:39,74
2015-04-03 09:29:44,73
2015-04-03 09:29:49,78
2015-04-03 09:29:54,83
2015-04-03 09:29:59,86
2015-04-03 09:30:04,86
2015-04-03 09:30:09,83
2015-04-03 09:30:14,81
2015-04-03 09:30:19,81
2015-04-03 09:30:24,81
2015-04-03 09:30:29,82
2015-04-03 09:30:34,88
2015-04-03 09:30:39,85
2015-04-03 09:30:44,93
2015-04-03 09:30:49,94
2015-04-03 09:30:54,87
2015-04-03 09:30:59,73
2015-04-03 09:31:04,75
2015-04-03 09:31:09,74
2015-04-03 09:31:14,83
2015-04-03 09:31:19,88
2015-04-03 09:31:24,86
2015-04-03 09:31:29,79
2015-04-03 09:31:34,82
2015-04-03 09:31:39,78
2015-04-03 09:31:44,75
2015-04-03 09:31:49,78
2015-04-03 09:31:54,78
2015-04-03 09:31:59,81
2015-04-03 09:32:04,81
2015-04-03 09:32:09,80
2015-04-03 09:32:14,82
2015-04-03 09:32:19,81
2015-04-03 09:32:24,81
2015-04-03 09:32:29,77
2015-04-03 09:32:34,76
2015-04-03 09:32:39,82
2015-04-03 09:32:44,86
2015-04-03 09:32:49,87
2015-04-03 09:32:54,91
2015-04-03 09:32:59,77
2015-04-03 09:33:04,76
2015-04-03 09:33:09,78
2015-04-03 09:33:14,76
2015-04-03 09:33:19,76
2015-04-03 09:33:24,81
2015-04-03 09:33:29,79
2015-04-03 09:33:34,78
2015-04-03 09:33:39,84
2015-04-03 09:33:44,90
2015-04-03 09:33:49,92
2015-04-03 09:33:54,89
2015-04-03 09:33:59,87
2015-04-03 09:34:04,87
2015-04-03 09:34:09,83
2015-04-03 09:34:14,77
2015-04-03 09:34:19,78
2015-04-03 09:34:24,85
2015-04-03 09:34:29,86
2015-04-03 09:34:34,87
2015-04-03 09:34:39,80
2015-04-03 09:34:44,89
2015-04-03 09:34:49,85
2015-04-03 09:34:54,76
2015-04-03 09:34:59,84
2015-04-03 09:35:04,85
2015-04-03 09:35:09,88
2015-04-03 09:35:14,85
2015-04-03 09:35:19,84
2015-04-03 09:35:24,84
2015-04-03 09:35:29,87
2015-04-03 09:35:34,86
2015-04-03 09:35:39,89
2015-04-03 09:35:44,83
2015-04-03 09:35:49,90
2015-04-03 09:35:54,82
2015-04-03 09:35:59,84
2015-04-03 09:36:04,85
2015-04-03 09:36:09,82
2015-04-03 09:36:14,83
2015-04-03 09:36:19,82
2015-04-03 09:36:24,88
2015-04-03 09:36:29,103
2015-04-03 09:36:34,98
2015-04-03 09:36:39,84
2015-04-03 09:36:44,71
2015-04-03 09:36:49,74
2015-04-03 09:36:54,78
2015-04-03 09:36:59,87
2015-04-03 09:37:04,90
2015-04-03 09:37:09,85
2015-04-03 09:37:14,82
2015-04-03 09:37:19,81
2015-04-03 09:37:24,82
2015-04-03 09:37:29,80
2015-04-03 09:37:34,78
2015-04-03 09:37:39,84
2015-04-03 09:37:44,83
2015-04-03 09:37:49,85
2015-04-03 09:37:54,81
2015-04-03 09:37:59,86
2015-04-03 09:38:04,87
2015-04-03 09:38:09,83
2015-04-03 09:38:14,75
2015-04-03 09:38:19,78
2015-04-03 09:38:24,76
2015-04-03 09:38:29,78
2015-04-03 09:38:34,81
2015-04-03 09:38:39,84
2015-04-03 09:38:44,84
2015-04-03 09:38:49,87
2015-04-03 09:38:54,83
2015-04-03 09:38:59,95
2015-04-03 09:39:04,92
2015-04-03 09:39:09,76
2015-04-03 09:39:14,76
2015-04-03 09:39:19,77
2015-04-03 09:39:24,81
2015-04-03 09:39:29,81
2015-04-03 09:39:34,79
2015-04-03 09:39:39,86
2015-04-03 09:39:44,82
2015-04-03 09:39:49,81
2015-04-03 09:39:54,89
2015-04-03 09:39:59,100
2015-04-03 09:40:04,100
2015-04-03 09:40:09,83
2015-04-03 09:40:14,74
2015-04-03 09:40:19,73
2015-04-03 09:40:24,73
2015-04-03 09:40:29,80
2015-04-03 09:40:34,81
2015-04-03 09:40:39,87
2015-04-03 09:40:44,88
2015-04-03 09:40:49,88
2015-04-03 09:40:54,84
2015-04-03 09:40:59,84
2015-04-03 09:41:04,83
2015-04-03 09:41:09,93
2015-04-03 09:41:14,93
2015-04-03 09:41:19,92
2015-04-03 09:41:24,81
2015-04-03 09:41:29,84
2015-04-03 09:41:34,84
2015-04-03 09:41:39,86
2015-04-03 09:41:44,89
2015-04-03 09:41:49,90
2015-04-03 09:41:54,92
2015-04-03 09:41:59,94
2015-04-03 09:42:04,97
2015-04-03 09:42:09,93
2015-04-03 09:42:14,89
2015-04-03 09:42:19,86
2015-04-03 09:42:24,90
2015-04-03 09:42:29,86
2015-04-03 09:42:34,86
2015-04-03 09:42:39,87
2015-04-03 09:42:44,87
2015-04-03 09:42:49,90
2015-04-03 09:42:54,89
2015-04-03 09:42:59,86
2015-04-03 09:43:04,86
2015-04-03 09:43:09,84
2015-04-03 09:43:14,90
2015-04-03 09:43:19,91
2015-04-03 09:43:24,85
2015-04-03 09:43:29,84
2015-04-03 09:43:34,83
2015-04-03 09:43:39,87
2015-04-03 09:43:44,89
2015-04-03 09:43:49,91
2015-04-03 09:43:54,95
2015-04-03 09:43:59,83
2015-04-03 09:44:04,83
2015-04-03 09:44:09,86
2015-04-03 09:44:14,88
2015-04-03 09:44:19,88
2015-04-03 09:44:24,94
2015-04-03 09:44:29,97
2015-04-03 09:44:34,90
2015-04-03 09:44:39,81
2015-04-03 09:44:44,81
2015-04-03 09:44:49,82
2015-04-03 09:44:54,74
2015-04-03 09:44:59,81
2015-04-03 09:45:04,80
2015-04-03 09:45:09,81
2015-04-03 09:45:14,84
2015-04-03 09:45:19,82
2015-04-03 09:45:24,80
2015-04-03 09:45:29,81
2015-04-03 09:45:34,78
2015-04-03 09:45:39,80
2015-04-03 09:45:44,82
2015-04-03 09:45:49,81
2015-04-03 09:45:54,86
2015-04-03 09:45:59,85
2015-04-03 09:46:04,89
2015-04-03 09:46:09,83
2015-04-03 09:46:14,89
2015-04-03 09:46:19,90
2015-04-03 09:46:24,85
2015-04-03 09:46:29,78
2015-04-03 09:46:34,78
2015-04-03 09:46:39,83
2015-04-03 09:46:44,81
2015-04-03 09:46:49,80
2015-04-03 09:46:54,80
2015-04-03 09:46:59,79
2015-04-03 09:47:04,79
2015-04-03 09:47:09,84
2015-04-03 09:47:14,81
2015-04-03 09:47:19,82
2015-04-03 09:47:24,81
2015-04-03 09:47:29,86
2015-04-03 09:47:34,86
2015-04-03 09:47:39,85
2015-04-03 09:47:44,86
2015-04-03 09:47:49,86
2015-04-03 09:47:54,86
2015-04-03 09:47:59,86
2015-04-03 09:48:04,87
2015-04-03 09:48:09,94
2015-04-03 09:48:14,84
2015-04-03 09:48:19,77
2015-04-03 09:48:24,77
2015-04-03 09:48:29,74
2015-04-03 09:48:34,73
2015-04-03 09:48:39,82
2015-04-03 09:48:44,77
2015-04-03 09:48:49,75
2015-04-03 09:48:54,75
2015-04-03 09:48:59,85
2015-04-03 09:49:04,90
2015-04-03 09:49:09,76
2015-04-03 09:49:14,72
2015-04-03 09:49:19,74
2015-04-03 09:49:24,80
2015-04-03 09:49:29,86
2015-04-03 09:49:34,84
2015-04-03 09:49:39,81
2015-04-03 09:49:44,83
2015-04-03 09:49:49,82
2015-04-03 09:49:54,82
2015-04-03 09:49:59,83
2015-04-03 09:50:04,77
2015-04-03 09:50:09,79
2015-04-03 09:50:14,86
2015-04-03 09:50:19,85
2015-04-03 09:50:24,78
2015-04-03 09:50:29,74
2015-04-03 09:50:34,72
2015-04-03 09:50:39,73
2015-04-03 09:50:44,76
2015-04-03 09:50:49,77
2015-04-03 09:50:54,82
2015-04-03 09:50:59,88
2015-04-03 09:51:04,87
2015-04-03 09:51:09,84
2015-04-03 09:51:14,83
2015-04-03 09:51:19,84
2015-04-03 09:51:24,84
2015-04-03 09:51:29,91
2015-04-03 09:51:34,92
2015-04-03 09:51:39,91
2015-04-03 09:51:44,85
2015-04-03 09:51:49,79
2015-04-03 09:51:54,78
2015-04-03 09:51:59,77
2015-04-03 09:52:04,78
2015-04-03 09:52:09,79
2015-04-03 09:52:14,81
2015-04-03 09:52:19,80
2015-04-03 09:52:24,84
2015-04-03 09:52:29,80
2015-04-03 09:52:34,80
2015-04-03 09:52:39,80
2015-04-03 09:52:44,80
2015-04-03 09:52:49,81
2015-04-03 09:52:54,84
2015-04-03 09:52:59,83
2015-04-03 09:53:04,83
2015-04-03 09:53:09,88
2015-04-03 09:53:14,90
2015-04-03 09:53:19,94
2015-04-03 09:53:24,79
2015-04-03 09:53:29,83
2015-04-03 09:53:34,83
2015-04-03 09:53:39,78
2015-04-03 09:53:44,86
2015-04-03 09:53:49,89
2015-04-03 09:53:54,91
2015-04-03 09:53:59,89
2015-04-03 09:54:04,82
2015-04-03 09:54:09,74
2015-04-03 09:54:14,87
2015-04-03 09:54:19,95
2015-04-03 09:54:24,91
2015-04-03 09:54:29,87
2015-04-03 09:54:34,85
2015-04-03 09:54:39,85
2015-04-03 09:54:44,78
2015-04-03 09:54:49,79
2015-04-03 09:54:54,88
2015-04-03 09:54:59,81
2015-04-03 09:55:04,83
2015-04-03 09:55:09,79
2015-04-03 09:55:14,86
2015-04-03 09:55:19,84
2015-04-03 09:55:24,76
2015-04-03 09:55:29,76
2015-04-03 09:55:34,73
2015-04-03 09:55:39,73
2015-04-03 09:55:44,78
2015-04-03 09:55:49,76
2015-04-03 09:55:54,73
2015-04-03 09:55:59,70
2015-04-03 09:56:04,73
2015-04-03 09:56:09,74
2015-04-03 09:56:14,77
2015-04-03 09:56:19,79
2015-04-03 09:56:24,84
2015-04-03 09:56:29,77
2015-04-03 09:56:34,78
2015-04-03 09:56:39,81
2015-04-03 09:56:44,83
2015-04-03 09:56:49,83
2015-04-03 09:56:54,82
2015-04-03 09:56:59,81
2015-04-03 09:57:04,82
2015-04-03 09:57:09,81
2015-04-03 09:57:14,81
2015-04-03 09:57:19,83
2015-04-03 09:57:24,83
2015-04-03 09:57:29,84
2015-04-03 09:57:34,82
2015-04-03 09:57:39,82
2015-04-03 09:57:44,80
2015-04-03 09:57:49,81
2015-04-03 09:57:54,80
2015-04-03 09:57:59,84
2015-04-03 09:58:04,84
2015-04-03 09:58:09,81
2015-04-03 09:58:14,77
2015-04-03 09:58:19,79
2015-04-03 09:58:24,77
2015-04-03 09:58:29,78
2015-04-03 09:58:34,80
2015-04-03 09:58:39,79
2015-04-03 09:58:44,81
2015-04-03 09:58:49,80
2015-04-03 09:58:54,76
2015-04-03 09:58:59,82
2015-04-03 09:59:04,81
2015-04-03 09:59:09,86
2015-04-03 09:59:14,83
2015-04-03 09:59:19,80
2015-04-03 09:59:24,82
2015-04-03 09:59:29,79
2015-04-03 09:59:34,76
2015-04-03 09:59:39,86
2015-04-03 09:59:44,83
2015-04-03 09:59:49,82
2015-04-03 09:59:54,75
2015-04-03 09:59:59,77
2015-04-03 10:00:04,79
2015-04-03 10:00:09,83
2015-04-03 10:00:14,81
2015-04-03 10:00:19,80
2015-04-03 10:00:24,79
2015-04-03 10:00:29,83
2015-04-03 10:00:34,80
2015-04-03 10:00:39,74
2015-04-03 10:00:44,79
2015-04-03 10:00:49,82
2015-04-03 10:00:54,78
2015-04-03 10:00:59,74
2015-04-03 10:01:04,73
2015-04-03 10:01:09,70
2015-04-03 10:01:14,70
2015-04-03 10:01:19,72
2015-04-03 10:01:24,74
2015-04-03 10:01:29,77
2015-04-03 10:01:34,76
2015-04-03 10:01:39,73
2015-04-03 10:01:44,72
2015-04-03 10:01:49,73
2015-04-03 10:01:54,77
2015-04-03 10:01:59,74
2015-04-03 10:02:04,74
2015-04-03 10:02:09,74
2015-04-03 10:02:14,75
2015-04-03 10:02:19,79
2015-04-03 10:02:24,81
2015-04-03 10:02:29,77
2015-04-03 10:02:34,76
2015-04-03 10:02:39,76
2015-04-03 10:02:44,78
2015-04-03 10:02:49,77
2015-04-03 10:02:54,80
2015-04-03 10:02:59,74
2015-04-03 10:03:04,69
2015-04-03 10:03:09,74
2015-04-03 10:03:14,77
2015-04-03 10:03:19,78
2015-04-03 10:03:24,81
2015-04-03 10:03:29,79
2015-04-03 10:03:34,77
2015-04-03 10:03:39,74
2015-04-03 10:03:44,79
2015-04-03 10:03:49,76
2015-04-03 10:03:54,73
2015-04-03 10:03:59,73
2015-04-03 10:04:04,77
2015-04-03 10:04:09,76
2015-04-03 10:04:14,80
2015-04-03 10:04:19,82
2015-04-03 10:04:24,74
2015-04-03 10:04:29,85
2015-04-03 10:04:34,88
2015-04-03 10:04:39,78
2015-04-03 10:04:44,72
2015-04-03 10:04:49,70
2015-04-03 10:04:54,70
2015-04-03 10:04:59,74
2015-04-03 10:05:04,76
2015-04-03 10:05:09,75
2015-04-03 10:05:14,77
2015-04-03 10:05:19,76
2015-04-03 10:05:24,77
2015-04-03 10:05:29,78
2015-04-03 10:05:34,78
2015-04-03 10:05:39,77
