"time","heart_rate"
2015-04-03 10:05:44,79
2015-04-03 10:05:49,74
2015-04-03 10:05:54,79
2015-04-03 10:05:59,82
2015-04-03 10:06:04,87
2015-04-03 10:06:09,81
2015-04-03 10:06:14,80
2015-04-03 10:06:19,79
2015-04-03 10:06:24,79
2015-04-03 10:06:29,79
2015-04-03 10:06:34,77
2015-04-03 10:06:39,77
2015-04-03 10:06:44,75
2015-04-03 10:06:49,74
2015-04-03 10:06:54,77
2015-04-03 10:06:59,78
2015-04-03 10:07:04,75
2015-04-03 10:07:09,75
2015-04-03 10:07:14,75
2015-04-03 10:07:19,76
2015-04-03 10:07:24,78
2015-04-03 10:07:29,74
2015-04-03 10:07:34,74
2015-04-03 10:07:39,75
2015-04-03 10:07:44,79
2015-04-03 10:07:49,74
2015-04-03 10:07:54,74
2015-04-03 10:07:59,76
2015-04-03 10:08:04,77
2015-04-03 10:08:09,76
2015-04-03 10:08:14,73
2015-04-03 10:08:19,76
2015-04-03 10:08:24,79
2015-04-03 10:08:29,77
2015-04-03 10:08:34,75
2015-04-03 10:08:39,78
2015-04-03 10:08:44,80
2015-04-03 10:08:49,82
2015-04-03 10:08:54,76
2015-04-03 10:08:59,76
2015-04-03 10:09:04,76
2015-04-03 10:09:09,79
2015-04-03 10:09:14,72
2015-04-03 10:09:19,72
2015-04-03 10:09:24,73
2015-04-03 10:09:29,75
2015-04-03 10:09:34,80
2015-04-03 10:09:39,79
2015-04-03 10:09:44,77
2015-04-03 10:09:49,75
2015-04-03 10:09:54,76
2015-04-03 10:09:59,76
2015-04-03 10:10:04,80
2015-04-03 10:10:09,81
2015-04-03 10:10:14,74
2015-04-03 10:10:19,75
2015-04-03 10:10:24,73
2015-04-03 10:10:29,76
2015-04-03 10:10:34,79
2015-04-03 10:10:39,75
2015-04-03 10:10:44,74
2015-04-03 10:10:49,74
2015-04-03 10:10:54,74
2015-04-03 10:10:59,76
2015-04-03 10:11:04,76
2015-04-03 10:11:09,75
2015-04-03 10:11:14,76
2015-04-03 10:11:19,75
2015-04-03 10:11:24,77
2015-04-03 10:11:29,75
2015-04-03 10:11:34,77
2015-04-03 10:11:39,76
2015-04-03 10:11:44,86
2015-04-03 10:11:49,95
2015-04-03 10:11:54,106
2015-04-03 10:11:59,97
2015-04-03 10:12:04,95
2015-04-03 10:12:09,94
2015-04-03 10:12:14,96
2015-04-03 10:12:19,92
2015-04-03 10:12:24,94
2015-04-03 10:12:29,95
2015-04-03 10:12:34,87
2015-04-03 10:12:39,83
2015-04-03 10:12:44,80
2015-04-03 10:12:49,73
2015-04-03 10:12:54,72
2015-04-03 10:12:59,70
2015-04-03 10:13:04,70
2015-04-03 10:13:09,72
2015-04-03 10:13:14,76
2015-04-03 10:13:19,83
2015-04-03 10:13:24,98
2015-04-03 10:13:29,96
2015-04-03 10:13:34,89
2015-04-03 10:13:39,84
2015-04-03 10:13:44,84
2015-04-03 10:13:49,87
2015-04-03 10:13:54,93
2015-04-03 10:13:59,83
2015-04-03 10:14:04,80
2015-04-03 10:14:09,82
2015-04-03 10:14:14,75
2015-04-03 10:14:19,81
2015-04-03 10:14:24,96
2015-04-03 10:14:29,96
2015-04-03 10:14:34,97
2015-04-03 10:14:39,90
2015-04-03 10:14:44,91
2015-04-03 10:14:49,91
2015-04-03 10:14:54,92
2015-04-03 10:14:59,96
2015-04-03 10:15:04,96
2015-04-03 10:15:09,100
2015-04-03 10:15:14,103
2015-04-03 10:15:19,102
2015-04-03 10:15:24,104
2015-04-03 10:15:29,102
2015-04-03 10:15:34,104
2015-04-03 10:15:39,106
2015-04-03 10:15:44,118
2015-04-03 10:15:49,120
2015-04-03 10:15:54,114
2015-04-03 10:15:59,121
2015-04-03 10:16:04,110
2015-04-03 10:16:09,88
2015-04-03 10:16:14,94
2015-04-03 10:16:19,89
2015-04-03 10:16:24,86
2015-04-03 10:16:29,82
2015-04-03 10:16:34,80
2015-04-03 10:16:39,88
2015-04-03 10:16:44,84
2015-04-03 10:16:49,86
2015-04-03 10:16:54,89
2015-04-03 10:16:59,87
2015-04-03 10:17:04,87
2015-04-03 10:17:09,85
2015-04-03 10:17:14,87
2015-04-03 10:17:19,82
2015-04-03 10:17:24,76
2015-04-03 10:17:29,74
2015-04-03 10:17:34,70
2015-04-03 10:17:39,71
2015-04-03 10:17:44,73
2015-04-03 10:17:49,75
2015-04-03 10:17:54,73
2015-04-03 10:17:59,71
2015-04-03 10:18:04,70
2015-04-03 10:18:09,69
2015-04-03 10:18:14,70
2015-04-03 10:18:19,71
2015-04-03 10:18:24,73
2015-04-03 10:18:29,75
2015-04-03 10:18:34,73
2015-04-03 10:18:39,70
2015-04-03 10:18:44,76
2015-04-03 10:18:49,75
2015-04-03 10:18:54,71
2015-04-03 10:18:59,71
2015-04-03 10:19:04,71
2015-04-03 10:19:09,72
2015-04-03 10:19:14,70
2015-04-03 10:19:19,72
2015-04-03 10:19:24,71
2015-04-03 10:19:29,71
2015-04-03 10:19:34,72
2015-04-03 10:19:39,71
2015-04-03 10:19:44,71
2015-04-03 10:19:49,70
2015-04-03 10:19:54,70
2015-04-03 10:19:59,70
2015-04-03 10:20:04,72
2015-04-03 10:20:09,77
2015-04-03 10:20:14,81
2015-04-03 10:20:19,77
2015-04-03 10:20:24,74
2015-04-03 10:20:29,74
2015-04-03 10:20:34,73
2015-04-03 10:20:39,75
2015-04-03 10:20:44,75
2015-04-03 10:20:49,75
2015-04-03 10:20:54,72
2015-04-03 10:20:59,76
2015-04-03 10:21:04,79
2015-04-03 10:21:09,74
2015-04-03 10:21:14,75
2015-04-03 10:21:19,77
2015-04-03 10:21:24,74
2015-04-03 10:21:29,74
2015-04-03 10:21:34,73
2015-04-03 10:21:39,74
2015-04-03 10:21:44,83
2015-04-03 10:21:49,86
2015-04-03 10:21:54,84
2015-04-03 10:21:59,77
2015-04-03 10:22:04,73
2015-04-03 10:22:09,71
2015-04-03 10:22:14,71
2015-04-03 10:22:19,71
2015-04-03 10:22:24,74
2015-04-03 10:22:29,79
2015-04-03 10:22:34,82
2015-04-03 10:22:39,79
2015-04-03 10:22:44,77
2015-04-03 10:22:49,78
2015-04-03 10:22:54,76
2015-04-03 10:22:59,75
2015-04-03 10:23:04,74
2015-04-03 10:23:09,75
2015-04-03 10:23:14,77
2015-04-03 10:23:19,77
2015-04-03 10:23:24,80
2015-04-03 10:23:29,82
2015-04-03 10:23:34,80
2015-04-03 10:23:39,74
2015-04-03 10:23:44,78
2015-04-03 10:23:49,77
2015-04-03 10:23:54,77
2015-04-03 10:23:59,85
2015-04-03 10:24:04,86
2015-04-03 10:24:09,85
2015-04-03 10:24:14,82
2015-04-03 10:24:19,79
2015-04-03 10:24:24,74
2015-04-03 10:24:29,75
2015-04-03 10:24:34,75
2015-04-03 10:24:39,76
2015-04-03 10:24:44,77
2015-04-03 10:24:49,77
2015-04-03 10:24:54,76
2015-04-03 10:24:59,76
2015-04-03 10:25:04,77
2015-04-03 10:25:09,78
2015-04-03 10:25:14,80
2015-04-03 10:25:19,80
2015-04-03 10:25:24,80
2015-04-03 10:25:29,80
2015-04-03 10:25:34,80
2015-04-03 10:25:39,76
2015-04-03 10:25:44,78
2015-04-03 10:25:49,77
2015-04-03 10:25:54,77
2015-04-03 10:25:59,77
2015-04-03 10:26:04,76
2015-04-03 10:26:09,79
2015-04-03 10:26:14,79
2015-04-03 10:26:19,81
2015-04-03 10:26:24,85
2015-04-03 10:26:29,84
2015-04-03 10:26:34,82
2015-04-03 10:26:39,79
2015-04-03 10:26:44,84
2015-04-03 10:26:49,84
2015-04-03 10:26:54,79
2015-04-03 10:26:59,77
2015-04-03 10:27:04,76
2015-04-03 10:27:09,78
2015-04-03 10:27:14,72
2015-04-03 10:27:19,72
2015-04-03 10:27:24,73
2015-04-03 10:27:29,75
2015-04-03 10:27:34,76
2015-04-03 10:27:39,74
2015-04-03 10:27:44,74
2015-04-03 10:27:49,74
2015-04-03 10:27:54,80
2015-04-03 10:27:59,76
2015-04-03 10:28:04,77
2015-04-03 10:28:09,76
2015-04-03 10:28:14,78
2015-04-03 10:28:19,77
2015-04-03 10:28:24,76
2015-04-03 10:28:29,73
2015-04-03 10:28:34,71
2015-04-03 10:28:39,76
2015-04-03 10:28:44,74
2015-04-03 10:28:49,75
2015-04-03 10:28:54,80
2015-04-03 10:28:59,81
2015-04-03 10:29:04,78
2015-04-03 10:29:09,80
2015-04-03 10:29:14,82
2015-04-03 10:29:19,79
2015-04-03 10:29:24,82
2015-04-03 10:29:29,80
2015-04-03 10:29:34,77
2015-04-03 10:29:39,85
2015-04-03 10:29:44,80
2015-04-03 10:29:49,78
2015-04-03 10:29:54,78
2015-04-03 10:29:59,81
2015-04-03 10:30:04,83
2015-04-03 10:30:09,76
2015-04-03 10:30:14,80
2015-04-03 10:30:19,81
2015-04-03 10:30:24,81
2015-04-03 10:30:29,84
2015-04-03 10:30:34,84
2015-04-03 10:30:39,77
2015-04-03 10:30:44,83
2015-04-03 10:30:49,84
2015-04-03 10:30:54,77
2015-04-03 10:30:59,80
2015-04-03 10:31:04,80
2015-04-03 10:31:09,80
2015-04-03 10:31:14,83
2015-04-03 10:31:19,81
2015-04-03 10:31:24,77
2015-04-03 10:31:29,83
2015-04-03 10:31:34,81
2015-04-03 10:31:39,77
2015-04-03 10:31:44,76
2015-04-03 10:31:49,77
2015-04-03 10:31:54,77
2015-04-03 10:31:59,86
2015-04-03 10:32:04,84
2015-04-03 10:32:09,80
2015-04-03 10:32:14,76
2015-04-03 10:32:19,77
2015-04-03 10:32:24,77
2015-04-03 10:32:29,78
2015-04-03 10:32:34,77
2015-04-03 10:32:39,76
2015-04-03 10:32:44,80
2015-04-03 10:32:49,79
2015-04-03 10:32:54,78
2015-04-03 10:32:59,73
2015-04-03 10:33:04,71
2015-04-03 10:33:09,81
2015-04-03 10:33:14,80
2015-04-03 10:33:19,82
2015-04-03 10:33:24,88
2015-04-03 10:33:29,80
2015-04-03 10:33:34,83
2015-04-03 10:33:39,84
2015-04-03 10:33:44,81
2015-04-03 10:33:49,75
2015-04-03 10:33:54,83
2015-04-03 10:33:59,83
2015-04-03 10:34:04,80
2015-04-03 10:34:09,75
2015-04-03 10:34:14,76
2015-04-03 10:34:19,78
2015-04-03 10:34:24,81
2015-04-03 10:34:29,74
2015-04-03 10:34:34,72
2015-04-03 10:34:39,74
2015-04-03 10:34:44,73
2015-04-03 10:34:49,73
2015-04-03 10:34:54,76
2015-04-03 10:34:59,75
2015-04-03 10:35:04,75
2015-04-03 10:35:09,78
2015-04-03 10:35:14,79
2015-04-03 10:35:19,79
2015-04-03 10:35:24,77
2015-04-03 10:35:29,77
2015-04-03 10:35:34,85
2015-04-03 10:35:39,83
2015-04-03 10:35:44,79
2015-04-03 10:35:49,78
2015-04-03 10:35:54,79
2015-04-03 10:35:59,72
2015-04-03 10:36:04,74
2015-04-03 10:36:09,77
2015-04-03 10:36:14,76
2015-04-03 10:36:19,76
2015-04-03 10:36:24,77
2015-04-03 10:36:29,84
2015-04-03 10:36:34,84
2015-04-03 10:36:39,75
2015-04-03 10:36:44,76
2015-04-03 10:36:49,80
2015-04-03 10:36:54,82
2015-04-03 10:36:59,93
2015-04-03 10:37:04,89
2015-04-03 10:37:09,74
2015-04-03 10:37:14,70
2015-04-03 10:37:19,75
2015-04-03 10:37:24,85
2015-04-03 10:37:29,85
2015-04-03 10:37:34,90
2015-04-03 10:37:39,84
2015-04-03 10:37:44,76
2015-04-03 10:37:49,74
2015-04-03 10:37:54,74
2015-04-03 10:37:59,75
2015-04-03 10:38:04,77
2015-04-03 10:38:09,74
2015-04-03 10:38:14,72
2015-04-03 10:38:19,73
2015-04-03 10:38:24,72
2015-04-03 10:38:29,84
2015-04-03 10:38:34,81
2015-04-03 10:38:39,75
2015-04-03 10:38:44,73
2015-04-03 10:38:49,73
2015-04-03 10:38:54,72
2015-04-03 10:38:59,73
2015-04-03 10:39:04,71
2015-04-03 10:39:09,70
2015-04-03 10:39:14,70
2015-04-03 10:39:19,69
2015-04-03 10:39:24,71
2015-04-03 10:39:29,75
2015-04-03 10:39:34,74
2015-04-03 10:39:39,75
2015-04-03 10:39:44,72
2015-04-03 10:39:49,70
2015-04-03 10:39:54,77
2015-04-03 10:39:59,77
2015-04-03 10:40:04,77
2015-04-03 10:40:09,77
2015-04-03 10:40:14,81
2015-04-03 10:40:19,79
2015-04-03 10:40:24,81
2015-04-03 10:40:29,78
2015-04-03 10:40:34,78
2015-04-03 10:40:39,77
2015-04-03 10:40:44,81
2015-04-03 10:40:49,80
2015-04-03 10:40:54,79
2015-04-03 10:40:59,77
2015-04-03 10:41:04,82
2015-04-03 10:41:09,85
2015-04-03 10:41:14,78
2015-04-03 10:41:19,77
2015-04-03 10:41:24,73
2015-04-03 10:41:29,70
2015-04-03 10:41:34,75
2015-04-03 10:41:39,75
2015-04-03 10:41:44,73
2015-04-03 10:41:49,72
2015-04-03 10:41:54,75
2015-04-03 10:41:59,74
2015-04-03 10:42:04,72
2015-04-03 10:42:09,69
2015-04-03 10:42:14,68
2015-04-03 10:42:19,71
2015-04-03 10:42:24,75
2015-04-03 10:42:29,75
2015-04-03 10:42:34,75
2015-04-03 10:42:39,75
2015-04-03 10:42:44,74
2015-04-03 10:42:49,72
2015-04-03 10:42:54,75
2015-04-03 10:42:59,74
2015-04-03 10:43:04,74
2015-04-03 10:43:09,74
2015-04-03 10:43:14,78
2015-04-03 10:43:19,75
2015-04-03 10:43:24,72
2015-04-03 10:43:29,74
2015-04-03 10:43:34,74
2015-04-03 10:43:39,80
2015-04-03 10:43:44,82
2015-04-03 10:43:49,82
2015-04-03 10:43:54,77
2015-04-03 10:43:59,82
2015-04-03 10:44:04,76
2015-04-03 10:44:09,75
2015-04-03 10:44:14,83
2015-04-03 10:44:19,81
2015-04-03 10:44:24,73
2015-04-03 10:44:29,78
2015-04-03 10:44:34,81
2015-04-03 10:44:39,83
2015-04-03 10:44:44,82
2015-04-03 10:44:49,78
2015-04-03 10:44:54,82
2015-04-03 10:44:59,83
2015-04-03 10:45:04,83
2015-04-03 10:45:09,80
2015-04-03 10:45:14,81
2015-04-03 10:45:19,78
2015-04-03 10:45:24,78
2015-04-03 10:45:29,74
2015-04-03 10:45:34,79
2015-04-03 10:45:39,82
2015-04-03 10:45:44,78
2015-04-03 10:45:49,80
2015-04-03 10:45:54,76
2015-04-03 10:45:59,74
2015-04-03 10:46:04,77
2015-04-03 10:46:09,77
2015-04-03 10:46:14,74
2015-04-03 10:46:19,76
2015-04-03 10:46:24,75
2015-04-03 10:46:29,76
2015-04-03 10:46:34,77
2015-04-03 10:46:39,76
2015-04-03 10:46:44,76
2015-04-03 10:46:49,78
2015-04-03 10:46:54,81
2015-04-03 10:46:59,80
2015-04-03 10:47:04,77
2015-04-03 10:47:09,76
2015-04-03 10:47:14,72
2015-04-03 10:47:19,75
2015-04-03 10:47:24,83
2015-04-03 10:47:29,77
2015-04-03 10:47:34,75
2015-04-03 10:47:39,76
2015-04-03 10:47:44,71
2015-04-03 10:47:49,71
2015-04-03 10:47:54,73
2015-04-03 10:47:59,73
2015-04-03 10:48:04,74
2015-04-03 10:48:09,76
2015-04-03 10:48:14,75
2015-04-03 10:48:19,76
2015-04-03 10:48:24,78
2015-04-03 10:48:29,81
2015-04-03 10:48:34,80
2015-04-03 10:48:39,78
2015-04-03 10:48:44,78
2015-04-03 10:48:49,83
2015-04-03 10:48:54,81
2015-04-03 10:48:59,75
2015-04-03 10:49:04,74
2015-04-03 10:49:09,74
2015-04-03 10:49:14,76
2015-04-03 10:49:19,77
2015-04-03 10:49:24,73
2015-04-03 10:49:29,73
2015-04-03 10:49:34,76
2015-04-03 10:49:39,75
2015-04-03 10:49:44,74
2015-04-03 10:49:49,81
2015-04-03 10:49:54,82
2015-04-03 10:49:59,81
2015-04-03 10:50:04,81
2015-04-03 10:50:09,75
2015-04-03 10:50:14,70
2015-04-03 10:50:19,76
2015-04-03 10:50:24,71
2015-04-03 10:50:29,75
2015-04-03 10:50:34,79
2015-04-03 10:50:39,76
2015-04-03 10:50:44,73
2015-04-03 10:50:49,74
2015-04-03 10:50:54,78
2015-04-03 10:50:59,73
2015-04-03 10:51:04,72
2015-04-03 10:51:09,75
2015-04-03 10:51:14,77
2015-04-03 10:51:19,75
2015-04-03 10:51:24,72
2015-04-03 10:51:29,74
2015-04-03 10:51:34,79
2015-04-03 10:51:39,84
2015-04-03 10:51:44,78
2015-04-03 10:51:49,74
2015-04-03 10:51:54,79
2015-04-03 10:51:59,81
2015-04-03 10:52:04,86
2015-04-03 10:52:09,76
2015-04-03 10:52:14,82
2015-04-03 10:52:19,80
2015-04-03 10:52:24,69
2015-04-03 10:52:29,70
2015-04-03 10:52:34,70
2015-04-03 10:52:39,71
2015-04-03 10:52:44,73
2015-04-03 10:52:49,77
2015-04-03 10:52:54,76
2015-04-03 10:52:59,72
2015-04-03 10:53:04,72
2015-04-03 10:53:09,71
2015-04-03 10:53:14,72
2015-04-03 10:53:19,73
2015-04-03 10:53:24,74
2015-04-03 10:53:29,75
2015-04-03 10:53:34,80
2015-04-03 10:53:39,81
2015-04-03 10:53:44,78
2015-04-03 10:53:49,81
2015-04-03 10:53:54,75
2015-04-03 10:53:59,78
2015-04-03 10:54:04,79
2015-04-03 10:54:09,81
2015-04-03 10:54:14,82
2015-04-03 10:54:19,81
2015-04-03 10:54:24,76
2015-04-03 10:54:29,79
2015-04-03 10:54:34,80
2015-04-03 10:54:39,85
2015-04-03 10:54:44,89
2015-04-03 10:54:49,85
2015-04-03 10:54:54,72
2015-04-03 10:54:59,72
2015-04-03 10:55:04,71
2015-04-03 10:55:09,78
2015-04-03 10:55:14,69
2015-04-03 10:55:19,68
2015-04-03 10:55:24,75
2015-04-03 10:55:29,80
2015-04-03 10:55:34,80
2015-04-03 10:55:39,83
2015-04-03 10:55:44,70
2015-04-03 10:55:49,67
2015-04-03 10:55:54,81
2015-04-03 10:55:59,83
2015-04-03 10:56:04,78
2015-04-03 10:56:09,68
2015-04-03 10:56:14,72
2015-04-03 10:56:19,72
2015-04-03 10:56:24,66
2015-04-03 10:56:29,70
2015-04-03 10:56:34,70
2015-04-03 10:56:39,68
2015-04-03 10:56:44,69
2015-04-03 10:56:49,70
2015-04-03 10:56:54,69
2015-04-03 10:56:59,70
2015-04-03 10:57:04,74
2015-04-03 10:57:09,73
2015-04-03 10:57:14,73
2015-04-03 10:57:19,70
2015-04-03 10:57:24,68
2015-04-03 10:57:29,67
2015-04-03 10:57:34,68
2015-04-03 10:57:39,73
2015-04-03 10:57:44,82
2015-04-03 10:57:49,76
2015-04-03 10:57:54,72
2015-04-03 10:57:59,73
2015-04-03 10:58:04,72
2015-04-03 10:58:09,73
2015-04-03 10:58:14,76
2015-04-03 10:58:19,79
2015-04-03 10:58:24,73
2015-04-03 10:58:29,70
2015-04-03 10:58:34,73
2015-04-03 10:58:39,83
2015-04-03 10:58:44,75
2015-04-03 10:58:49,76
2015-04-03 10:58:54,71
2015-04-03 10:58:59,67
2015-04-03 10:59:04,68
2015-04-03 10:59:09,71
2015-04-03 10:59:14,74
2015-04-03 10:59:19,72
2015-04-03 10:59:24,74
2015-04-03 10:59:29,72
2015-04-03 10:59:34,70
2015-04-03 10:59:39,70
2015-04-03 10:59:44,74
2015-04-03 10:59:49,74
2015-04-03 10:59:54,76
2015-04-03 10:59:59,75
2015-04-03 11:00:04,75
2015-04-03 11:00:09,77
2015-04-03 11:00:14,78
2015-04-03 11:00:19,85
2015-04-03 11:00:24,78
2015-04-03 11:00:29,74
2015-04-03 11:00:34,72
2015-04-03 11:00:39,73
2015-04-03 11:00:44,71
2015-04-03 11:00:49,67
2015-04-03 11:00:54,67
2015-04-03 11:00:59,72
2015-04-03 11:01:04,76
2015-04-03 11:01:09,74
2015-04-03 11:01:14,74
2015-04-03 11:01:19,74
2015-04-03 11:01:24,72
2015-04-03 11:01:29,70
2015-04-03 11:01:34,73
2015-04-03 11:01:39,76
2015-04-03 11:01:44,82
2015-04-03 11:01:49,79
2015-04-03 11:01:54,77
2015-04-03 11:01:59,75
2015-04-03 11:02:04,73
2015-04-03 11:02:09,79
2015-04-03 11:02:14,70
2015-04-03 11:02:19,70
2015-04-03 11:02:24,77
2015-04-03 11:02:29,64
2015-04-03 11:02:34,65
2015-04-03 11:02:39,73
2015-04-03 11:02:44,75
2015-04-03 11:02:49,74
2015-04-03 11:02:54,74
2015-04-03 11:02:59,75
2015-04-03 11:03:04,76
2015-04-03 11:03:09,78
2015-04-03 11:03:14,78
2015-04-03 11:03:19,79
2015-04-03 11:03:24,88
2015-04-03 11:03:29,86
2015-04-03 11:03:34,84
2015-04-03 11:03:39,73
2015-04-03 11:03:44,71
2015-04-03 11:03:49,70
2015-04-03 11:03:54,69
2015-04-03 11:03:59,76
2015-04-03 11:04:04,75
2015-04-03 11:04:09,71
2015-04-03 11:04:14,68
2015-04-03 11:04:19,68
2015-04-03 11:04:24,71
2015-04-03 11:04:29,72
2015-04-03 11:04:34,71
2015-04-03 11:04:39,75
2015-04-03 11:04:44,73
2015-04-03 11:04:49,73
2015-04-03 11:04:54,75
2015-04-03 11:04:59,74
2015-04-03 11:05:04,74
2015-04-03 11:05:09,72
2015-04-03 11:05:14,71
2015-04-03 11:05:19,74
2015-04-03 11:05:24,74
2015-04-03 11:05:29,73
2015-04-03 11:05:34,73
2015-04-03 11:05:39,72
2015-04-03 11:05:44,75
2015-04-03 11:05:49,77
2015-04-03 11:05:54,75
2015-04-03 11:05:59,74
2015-04-03 11:06:04,76
2015-04-03 11:06:09,77
2015-04-03 11:06:14,73
2015-04-03 11:06:19,71
2015-04-03 11:06:24,75
2015-04-03 11:06:29,78
2015-04-03 11:06:34,78
2015-04-03 11:06:39,78
2015-04-03 11:06:44,74
2015-04-03 11:06:49,74
2015-04-03 11:06:54,79
2015-04-03 11:06:59,78
2015-04-03 11:07:04,73
2015-04-03 11:07:09,79
2015-04-03 11:07:14,75
2015-04-03 11:07:19,71
2015-04-03 11:07:24,73
2015-04-03 11:07:29,73
2015-04-03 11:07:34,75
2015-04-03 11:07:39,73
2015-04-03 11:07:44,76
2015-04-03 11:07:49,75
2015-04-03 11:07:54,74
2015-04-03 11:07:59,73
2015-04-03 11:08:04,74
2015-04-03 11:08:09,72
2015-04-03 11:08:14,74
2015-04-03 11:08:19,74
2015-04-03 11:08:24,72
2015-04-03 11:08:29,71
2015-04-03 11:08:34,70
2015-04-03 11:08:39,77
2015-04-03 11:08:44,79
2015-04-03 11:08:49,78
2015-04-03 11:08:54,80
2015-04-03 11:08:59,75
2015-04-03 11:09:04,72
2015-04-03 11:09:09,71
2015-04-03 11:09:14,72
2015-04-03 11:09:19,72
2015-04-03 11:09:24,71
2015-04-03 11:09:29,74
2015-04-03 11:09:34,76
2015-04-03 11:09:39,73
2015-04-03 11:09:44,72
2015-04-03 11:09:49,72
2015-04-03 11:09:54,72
2015-04-03 11:09:59,73
2015-04-03 11:10:04,73
2015-04-03 11:10:09,78
2015-04-03 11:10:14,74
2015-04-03 11:10:19,73
2015-04-03 11:10:24,73
2015-04-03 11:10:29,75
2015-04-03 11:10:34,77
2015-04-03 11:10:39,80
2015-04-03 11:10:44,79
2015-04-03 11:10:49,72
2015-04-03 11:10:54,70
2015-04-03 11:10:59,67
2015-04-03 11:11:04,68
2015-04-03 11:11:09,73
2015-04-03 11:11:14,74
2015-04-03 11:11:19,73
2015-04-03 11:11:24,70
2015-04-03 11:11:29,72
2015-04-03 11:11:34,72
2015-04-03 11:11:39,73
2015-04-03 11:11:44,77
2015-04-03 11:11:49,77
2015-04-03 11:11:54,75
2015-04-03 11:11:59,73
2015-04-03 11:12:04,73
2015-04-03 11:12:09,73
2015-04-03 11:12:14,69
2015-04-03 11:12:19,68
2015-04-03 11:12:24,74
2015-04-03 11:12:29,71
2015-04-03 11:12:34,72
2015-04-03 11:12:39,80
2015-04-03 11:12:44,77
2015-04-03 11:12:49,75
2015-04-03 11:12:54,72
2015-04-03 11:12:59,70
2015-04-03 11:13:04,71
2015-04-03 11:13:09,68
2015-04-03 11:13:14,70
2015-04-03 11:13:19,70
2015-04-03 11:13:24,70
2015-04-03 11:13:29,72
2015-04-03 11:13:34,70
2015-04-03 11:13:39,71
2015-04-03 11:13:44,72
2015-04-03 11:13:49,68
2015-04-03 11:13:54,67
2015-04-03 11:13:59,70
2015-04-03 11:14:04,71
2015-04-03 11:14:09,74
2015-04-03 11:14:14,74
2015-04-03 11:14:19,71
2015-04-03 11:14:24,64
2015-04-03 11:14:29,63
2015-04-03 11:14:34,63
2015-04-03 11:14:39,69
2015-04-03 11:14:44,68
2015-04-03 11:14:49,68
2015-04-03 11:14:54,69
2015-04-03 11:14:59,69
2015-04-03 11:15:04,69
2015-04-03 11:15:09,69
2015-04-03 11:15:14,70
2015-04-03 11:15:19,72
2015-04-03 11:15:24,73
2015-04-03 11:15:29,73
2015-04-03 11:15:34,76
2015-04-03 11:15:39,80
2015-04-03 11:15:44,73
2015-04-03 11:15:49,71
2015-04-03 11:15:54,70
2015-04-03 11:15:59,69
2015-04-03 11:16:04,70
2015-04-03 11:16:09,70
2015-04-03 11:16:14,70
2015-04-03 11:16:19,70
2015-04-03 11:16:24,70
2015-04-03 11:16:29,79
2015-04-03 11:16:34,76
2015-04-03 11:16:39,70
2015-04-03 11:16:44,67
2015-04-03 11:16:49,66
2015-04-03 11:16:54,66
2015-04-03 11:16:59,70
2015-04-03 11:17:04,72
2015-04-03 11:17:09,66
2015-04-03 11:17:14,70
2015-04-03 11:17:19,70
2015-04-03 11:17:24,70
2015-04-03 11:17:29,77
2015-04-03 11:17:34,74
2015-04-03 11:17:39,76
2015-04-03 11:17:44,74
2015-04-03 11:17:49,67
2015-04-03 11:17:54,66
2015-04-03 11:17:59,74
2015-04-03 11:18:04,75
2015-04-03 11:18:09,72
2015-04-03 11:18:14,67
2015-04-03 11:18:19,68
2015-04-03 11:18:24,76
2015-04-03 11:18:29,87
2015-04-03 11:18:34,95
2015-04-03 11:18:39,89
2015-04-03 11:18:44,79
2015-04-03 11:18:49,78
2015-04-03 11:18:54,78
2015-04-03 11:18:59,78
2015-04-03 11:19:04,81
2015-04-03 11:19:09,82
2015-04-03 11:19:14,87
2015-04-03 11:19:19,87
2015-04-03 11:19:24,90
2015-04-03 11:19:29,88
2015-04-03 11:19:34,88
2015-04-03 11:19:39,91
2015-04-03 11:19:44,86
2015-04-03 11:19:49,95
2015-04-03 11:19:54,111
2015-04-03 11:19:59,93
2015-04-03 11:20:04,86
2015-04-03 11:20:09,87
2015-04-03 11:20:14,87
2015-04-03 11:20:19,87
2015-04-03 11:20:24,73
2015-04-03 11:20:29,74
2015-04-03 11:20:34,76
2015-04-03 11:20:44,75
2015-04-03 11:20:49,73
2015-04-03 11:20:54,62
2015-04-03 11:20:59,62
2015-04-03 11:21:04,61
2015-04-03 11:21:09,59
2015-04-03 11:21:14,64
2015-04-03 11:21:19,65
2015-04-03 11:21:24,59
2015-04-03 11:21:29,62
2015-04-03 11:21:34,62
2015-04-03 11:21:39,62
2015-04-03 11:21:44,62
2015-04-03 11:21:49,62
2015-04-03 11:21:54,65
2015-04-03 11:22:05,60
2015-04-03 11:22:11,59
2015-04-03 11:22:14,61
2015-04-03 11:22:19,61
2015-04-03 11:22:24,64
2015-04-03 11:22:29,64
2015-04-03 11:22:35,63
2015-04-03 11:22:39,64
2015-04-03 11:22:44,64
2015-04-03 11:22:49,64
2015-04-03 11:22:54,66
2015-04-03 11:22:59,68
2015-04-03 11:23:04,64
2015-04-03 11:23:09,67
2015-04-03 11:23:14,64
2015-04-03 11:23:19,64
2015-04-03 11:23:24,65
2015-04-03 11:23:29,69
